UniProt_ID,Organism,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7TVD,X-ray,2.96 A,A=696-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7U98,X-ray,3.42 A,A/B/C/D=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7U99,X-ray,2.50 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7U9A,X-ray,2.60 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7UKV,X-ray,2.40 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7UKW,X-ray,2.60 A,A/B/C/D=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7VRA,X-ray,2.41 A,A=696-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7VRE,X-ray,2.51 A,A=696-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7ZYM,X-ray,2.50 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7ZYN,X-ray,2.30 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7ZYP,X-ray,2.80 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7ZYQ,X-ray,2.10 A,A/B=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A27,X-ray,1.07 A,A=700-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A2A,X-ray,1.43 A,A=700-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A2B,X-ray,1.69 A,A=700-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A2D,X-ray,1.11 A,A=700-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8D73,X-ray,2.17 A,A/B=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8D76,X-ray,2.40 A,A/B=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8DSW,X-ray,2.39 A,A=696-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8G63,X-ray,2.50 A,A=696-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8HGO,EM,3.31 A,A=1-683
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8HGP,EM,4.53 A,A=1-683
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8HGS,EM,3.81 A,A/B=1-683
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8HY7,X-ray,2.91 A,A=695-1022
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1IVO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1MOX,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1NQL,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1XKK,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1YY9,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2EB3,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2GS7,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITN,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITQ,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITT,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITU,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITV,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2ITX,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2J6M,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2JIT,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2JIU,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2JIV,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3B2U,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3B2V,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3C09,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3G5V,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3G5Y,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3GT8,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3NJP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3P0Y,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3QWQ,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VJN,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3VJO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRL,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRM,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIW,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIX,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4RIY,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4UIP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4UV7,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4ZSE,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CNN,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CNO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5D41,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5SX4,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5SX5,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5WB7,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5WB8,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5XWD,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",6B3S,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1IVO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1MOX,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1YY9,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",1Z9I,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",2KS1,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3B2V,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3G5Y,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3GOP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3P0Y,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3PFV,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3QWQ,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",3W2S,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRL,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRO,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4KRP,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",4UV7,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5CZH,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5HG8,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5JEB,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5SX4,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5UG9,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5XWD,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",5ZWJ,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",6JRJ,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",6S89,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",6V66,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7JXW,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7LEN,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7SYE,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",7VRA,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A27,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A2A,,,
P00533,9606,EGFR,"ERBB, ERBB1, HER1","O00688, O00732, P06268, Q14225, Q68GS5, Q92795, Q9BZS2, Q9GZX1, Q9H2C9, Q9H3C9, Q9UMD7, Q9UMD8, Q9UMG5",8A2D,,,
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",1B0F,X-ray,3.00 A,A=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",1H1B,X-ray,2.00 A,A/B=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",1HNE,X-ray,1.84 A,E=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",1PPF,X-ray,1.80 A,E=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",1PPG,X-ray,2.30 A,E=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",2RG3,X-ray,1.80 A,A=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",2Z7F,X-ray,1.70 A,E=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",3Q76,X-ray,1.86 A,A/B=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",3Q77,X-ray,2.00 A,A=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",4NZL,X-ray,1.85 A,A=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",4WVP,X-ray,1.63 A,E=30-247
P08246,9606,ELANE,ELA2,"P09649, Q6B0D9, Q6LDP5",5A09,X-ray,1.81 A,A=30-247
