UniProt_ID,ChEMBL_ID,PDB_ID,Gene_Name,Synonyms,Other_Accessions,Organism,Method,Resolution,Chains
Q06187,CHEMBL5251,5P9J,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.08 A,A=382-659
Q06187,CHEMBL5251,5P9K,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.28 A,A=382-659
Q06187,CHEMBL5251,5P9L,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.25 A,A=382-659
Q06187,CHEMBL5251,5P9M,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.41 A,A=382-659
Q06187,CHEMBL5251,5T18,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.50 A,A=396-659
Q06187,CHEMBL5251,5U9D,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.33 A,A=389-659
Q06187,CHEMBL5251,5VFI,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.59 A,A=389-659
Q06187,CHEMBL5251,5VGO,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.62 A,A=393-657
Q06187,CHEMBL5251,5XYZ,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.64 A,A/B=393-656
Q06187,CHEMBL5251,5ZZ4,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.90 A,A/B/C/D/E/F=393-656
Q06187,CHEMBL5251,6AUA,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.66 A,A=394-656
Q06187,CHEMBL5251,6AUB,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.65 A,A=395-657
Q06187,CHEMBL5251,6BIK,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.90 A,A=392-657
Q06187,CHEMBL5251,6BKE,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.95 A,A=392-657
Q06187,CHEMBL5251,6BKH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.79 A,A=392-657
Q06187,CHEMBL5251,6BKW,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.50 A,A=392-657
Q06187,CHEMBL5251,6BLN,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.30 A,A=392-657
Q06187,CHEMBL5251,6DI0,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.30 A,A=389-659
Q06187,CHEMBL5251,6DI1,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.10 A,A=389-659
Q06187,CHEMBL5251,6DI3,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.00 A,A=389-659
Q06187,CHEMBL5251,6DI5,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.42 A,A=389-659
Q06187,CHEMBL5251,6DI9,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.25 A,A=389-659
Q06187,CHEMBL5251,6E4F,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.15 A,A=387-659
Q06187,CHEMBL5251,6EP9,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.01 A,A=378-659
Q06187,CHEMBL5251,6HRP,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.12 A,A=378-659
Q06187,CHEMBL5251,6HRT,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.36 A,A=378-659
Q06187,CHEMBL5251,6HTF,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.10 A,A=271-383
Q06187,CHEMBL5251,6J6M,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.25 A,A=393-659
Q06187,CHEMBL5251,6N9P,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.23 A,A=389-659
Q06187,CHEMBL5251,6NFH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.40 A,A=389-659
Q06187,CHEMBL5251,6NFI,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.41 A,A=392-659
Q06187,CHEMBL5251,6NZM,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.72 A,A/D=382-659
Q06187,CHEMBL5251,6O8I,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.42 A,A=391-659
Q06187,CHEMBL5251,6OMU,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.41 A,A=389-659
Q06187,CHEMBL5251,6S90,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.82 A,A/B=393-658
Q06187,CHEMBL5251,6TFP,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.00 A,A/B/C/D/E=385-659
Q06187,CHEMBL5251,6TSE,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.41 A,A/B=2-170
Q06187,CHEMBL5251,6TT2,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.36 A,A/B=2-170
Q06187,CHEMBL5251,6TUH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.25 A,A/B/C/D=2-170
Q06187,CHEMBL5251,6TVN,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.31 A,A/B/C/D=2-170
Q06187,CHEMBL5251,6VXQ,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.40 A,A=371-659
Q06187,CHEMBL5251,6W06,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.55 A,A=371-659
Q06187,CHEMBL5251,6W07,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.51 A,A=371-659
Q06187,CHEMBL5251,6W7O,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.17 A,A/B=384-659
Q06187,CHEMBL5251,6W8I,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,3.80 A,A/B/C=384-659
Q06187,CHEMBL5251,6X3N,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.95 A,A=389-659
Q06187,CHEMBL5251,6X3O,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.90 A,A/B=389-659
Q06187,CHEMBL5251,6X3P,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.34 A,A=389-659
Q06187,CHEMBL5251,6XE4,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.60 A,A=393-657
Q06187,CHEMBL5251,6YYF,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.93 A,A/B=2-170
Q06187,CHEMBL5251,6YYG,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.95 A,A/B/C/D=2-170
Q06187,CHEMBL5251,6YYK,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.04 A,A/B=2-170
Q06187,CHEMBL5251,7KXL,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.84 A,A=392-659
Q06187,CHEMBL5251,7KXM,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.33 A,A=389-659
Q06187,CHEMBL5251,7KXN,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.34 A,A=393-659
Q06187,CHEMBL5251,7KXO,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.94 A,A=393-659
Q06187,CHEMBL5251,7KXP,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.83 A,A=389-659
Q06187,CHEMBL5251,7KXQ,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.38 A,A=390-659
Q06187,CHEMBL5251,7L5O,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.21 A,A=389-659
Q06187,CHEMBL5251,7L5P,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.14 A,A/B=389-659
Q06187,CHEMBL5251,7LTY,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.69 A,A=393-659
Q06187,CHEMBL5251,7LTZ,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.53 A,A=393-659
Q06187,CHEMBL5251,7N4Q,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.50 A,A=391-659
Q06187,CHEMBL5251,7N4R,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.62 A,A=391-659
Q06187,CHEMBL5251,7N4S,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.05 A,A=391-659
Q06187,CHEMBL5251,7N5O,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.25 A,A=382-659
Q06187,CHEMBL5251,7N5R,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.55 A,A=382-659
Q06187,CHEMBL5251,7N5X,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.60 A,A=382-659
Q06187,CHEMBL5251,7N5Y,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.85 A,A=382-659
Q06187,CHEMBL5251,7R60,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.94 A,A=389-659
Q06187,CHEMBL5251,7R61,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.52 A,A=390-659
Q06187,CHEMBL5251,7YC9,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.40 A,A=393-659
Q06187,CHEMBL5251,8DSO,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.33 A,B=384-659
Q06187,CHEMBL5251,8E2M,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.90 A,A=389-659
Q06187,CHEMBL5251,8EJB,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.58 A,A=389-658
Q06187,CHEMBL5251,8FLG,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,2.20 A,A=371-659
Q06187,CHEMBL5251,8FLH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.55 A,A=382-659
Q06187,CHEMBL5251,8FLL,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.50 A,A=389-659
Q06187,CHEMBL5251,8FLN,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.33 A,A=389-659
Q06187,CHEMBL5251,8FLV,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,X-ray,1.30 A,A=382-659
Q06187,CHEMBL5251,2Z0P,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3GEN,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3K54,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3OCS,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3OCT,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PIX,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PIY,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PIZ,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PJ1,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PJ2,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,3PJ3,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,1AWW,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,1AWX,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,1QLY,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,2GE9,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,2Z0P,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,5FBO,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,5P9J,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6DI1,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6HTF,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6NFH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6O8I,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6TT2,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6TUH,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6W7O,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
Q06187,CHEMBL5251,6YYG,BTK,"AGMX1, ATK, BPK","B2RAW1, Q32ML5",9606,,,
O14757,CHEMBL4630,1IA8,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.70 A,A=1-289
O14757,CHEMBL4630,1NVQ,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A=1-289
O14757,CHEMBL4630,1NVR,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.80 A,A=1-289
O14757,CHEMBL4630,1NVS,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.80 A,A=1-289
O14757,CHEMBL4630,1ZLT,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.74 A,A=1-289
O14757,CHEMBL4630,1ZYS,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.70 A,A=1-273
O14757,CHEMBL4630,2AYP,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.90 A,A=1-269
O14757,CHEMBL4630,2BR1,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A=1-289
O14757,CHEMBL4630,2BRB,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.10 A,A=1-289
O14757,CHEMBL4630,2BRG,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.10 A,A=1-289
O14757,CHEMBL4630,2BRH,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.10 A,A=1-289
O14757,CHEMBL4630,2BRM,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.20 A,A=1-289
O14757,CHEMBL4630,2BRN,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.80 A,A=1-289
O14757,CHEMBL4630,2BRO,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.20 A,A=1-289
O14757,CHEMBL4630,2C3J,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.10 A,A=1-289
O14757,CHEMBL4630,2C3K,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.60 A,A=1-289
O14757,CHEMBL4630,2C3L,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.35 A,A=1-289
O14757,CHEMBL4630,2CGU,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.50 A,A=1-289
O14757,CHEMBL4630,2CGV,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.60 A,A=1-289
O14757,CHEMBL4630,2CGW,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.20 A,A=1-289
O14757,CHEMBL4630,2CGX,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.20 A,A=1-289
O14757,CHEMBL4630,2E9N,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.50 A,A=2-270
O14757,CHEMBL4630,2E9O,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.10 A,A=2-270
O14757,CHEMBL4630,2E9P,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.60 A,A=2-270
O14757,CHEMBL4630,2E9U,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A=2-270
O14757,CHEMBL4630,2E9V,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A/B=2-269
O14757,CHEMBL4630,2GDO,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,3.00 A,A=1-289
O14757,CHEMBL4630,2GHG,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,3.50 A,A=2-270
O14757,CHEMBL4630,2HOG,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=2-307
O14757,CHEMBL4630,2HXL,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.80 A,A=2-307
O14757,CHEMBL4630,2HXQ,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A=2-307
O14757,CHEMBL4630,2HY0,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.70 A,A=2-307
O14757,CHEMBL4630,2QHM,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.00 A,A=1-307
O14757,CHEMBL4630,2QHN,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.70 A,A=1-307
O14757,CHEMBL4630,2R0U,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=1-307
O14757,CHEMBL4630,2WMQ,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.48 A,A=1-289
O14757,CHEMBL4630,2WMR,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.43 A,A=1-289
O14757,CHEMBL4630,2WMS,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.70 A,A=1-289
O14757,CHEMBL4630,2WMT,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.55 A,A=1-289
O14757,CHEMBL4630,2WMU,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.60 A,A=1-289
O14757,CHEMBL4630,2WMV,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.01 A,A=1-289
O14757,CHEMBL4630,2WMW,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.43 A,A=1-289
O14757,CHEMBL4630,2WMX,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.45 A,A=1-289
O14757,CHEMBL4630,2X8D,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=1-289
O14757,CHEMBL4630,2X8E,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.50 A,A=1-276
O14757,CHEMBL4630,2X8I,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.92 A,A=1-289
O14757,CHEMBL4630,2XEY,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.70 A,A=1-289
O14757,CHEMBL4630,2XEZ,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.25 A,A=1-289
O14757,CHEMBL4630,2XF0,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.40 A,A=1-289
O14757,CHEMBL4630,2YDI,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.60 A,A=1-289
O14757,CHEMBL4630,2YDJ,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.85 A,A/B=1-276
O14757,CHEMBL4630,2YDK,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=1-276
O14757,CHEMBL4630,2YER,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.83 A,A=1-276
O14757,CHEMBL4630,2YEX,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.30 A,A=1-276
O14757,CHEMBL4630,2YM3,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.01 A,A=1-289
O14757,CHEMBL4630,2YM4,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.35 A,A=1-289
O14757,CHEMBL4630,2YM5,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.03 A,A=1-289
O14757,CHEMBL4630,2YM6,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.01 A,A=1-289
O14757,CHEMBL4630,2YM7,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.81 A,A=1-289
O14757,CHEMBL4630,2YM8,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.07 A,A=1-289
O14757,CHEMBL4630,2YWP,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.90 A,A=2-270
O14757,CHEMBL4630,3F9N,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=2-307
O14757,CHEMBL4630,3JVR,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.76 A,A=2-272
O14757,CHEMBL4630,3JVS,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=2-272
O14757,CHEMBL4630,3NLB,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.90 A,A=1-289
O14757,CHEMBL4630,3OT3,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.44 A,A=2-274
O14757,CHEMBL4630,3OT8,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.65 A,A=2-274
O14757,CHEMBL4630,3PA3,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.40 A,A=2-274
O14757,CHEMBL4630,3PA4,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.59 A,A=2-274
O14757,CHEMBL4630,3PA5,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.70 A,A=2-274
O14757,CHEMBL4630,3TKH,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.79 A,A=1-307
O14757,CHEMBL4630,3TKI,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.60 A,A=1-307
O14757,CHEMBL4630,3U9N,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,1.85 A,A=2-274
O14757,CHEMBL4630,4FSM,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",9606,X-ray,2.30 A,A=2-280
