UniProt_ID,ChEMBL_ID,PDB_ID,Gene_Name,Synonyms,Other_Accessions,Organism,Method,Resolution,Chains
P54760,CHEMBL5147,6FNM,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,X-ray,1.16 A,A=598-892
P54760,CHEMBL5147,2BBA,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,2E7H,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,2HLE,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,2QKQ,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,2VWX,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,6FNI,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,6FNJ,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
P54760,CHEMBL5147,6FNK,EPHB4,"HTK, MYK1, TYRO11","B5A970, B5A971, B5A972, Q7Z635, Q9BTA5, Q9BXP0",9606,,,
Q14289,CHEMBL5469,2LK4,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,NMR,,A=871-1005
Q14289,CHEMBL5469,3CC6,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.60 A,A=414-692
Q14289,CHEMBL5469,3ET7,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.70 A,A=416-692
Q14289,CHEMBL5469,3FZO,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.20 A,A=416-692
Q14289,CHEMBL5469,3FZP,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.10 A,A=416-692
Q14289,CHEMBL5469,3FZR,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.70 A,A=416-692
Q14289,CHEMBL5469,3FZS,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.75 A,A=416-692
Q14289,CHEMBL5469,3FZT,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.95 A,A=416-692
Q14289,CHEMBL5469,3GM1,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.95 A,A/B=861-1009
Q14289,CHEMBL5469,3GM2,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.71 A,A=861-1009
Q14289,CHEMBL5469,3GM3,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.60 A,A=861-1009
Q14289,CHEMBL5469,3H3C,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.00 A,A=416-692
Q14289,CHEMBL5469,3U3F,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,3.10 A,A/B/C/D=871-1005
Q14289,CHEMBL5469,4EKU,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,3.25 A,A=21-409
Q14289,CHEMBL5469,4H1J,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.00 A,A=416-692
Q14289,CHEMBL5469,4H1M,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.99 A,A=416-692
Q14289,CHEMBL5469,4R32,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,3.50 A,A=871-1005
Q14289,CHEMBL5469,4XEF,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.50 A,A/D=871-1005
Q14289,CHEMBL5469,4XEK,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.79 A,A=871-1005
Q14289,CHEMBL5469,4XEV,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.01 A,A/D=871-1005
Q14289,CHEMBL5469,5TO8,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,1.98 A,A=414-692
Q14289,CHEMBL5469,5TOB,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,2.12 A,A=414-692
Q14289,CHEMBL5469,6LF3,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,X-ray,3.20 A,A/B/C/D/E/F=790-839
Q14289,CHEMBL5469,7PLL,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,NMR,,B=708-726
Q14289,CHEMBL5469,3FZP,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,3CC6,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,3FZO,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,3FZR,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,3GM3,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,4EKU,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,4XEK,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q14289,CHEMBL5469,5TO8,PTK2B,"FAK2, PYK2, RAFTK","D3DST0, Q13475, Q14290, Q16709, Q6PID4",9606,,,
Q9Y6E0,CHEMBL5082,3A7F,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.55 A,A=27-315
Q9Y6E0,CHEMBL5082,3A7G,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.00 A,A/B=27-315
Q9Y6E0,CHEMBL5082,3A7H,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.96 A,A/B=27-315
Q9Y6E0,CHEMBL5082,3A7I,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.45 A,A=27-315
Q9Y6E0,CHEMBL5082,3A7J,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.50 A,A=27-315
Q9Y6E0,CHEMBL5082,3CKW,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.96 A,A=31-323
Q9Y6E0,CHEMBL5082,3CKX,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.70 A,A=31-323
Q9Y6E0,CHEMBL5082,3ZHP,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.90 A,C/D=31-301
Q9Y6E0,CHEMBL5082,4O27,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,3.19 A,B=30-309
Q9Y6E0,CHEMBL5082,4QML,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.88 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMM,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.85 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMN,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.09 A,A=27-315
Q9Y6E0,CHEMBL5082,4QMO,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.90 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMP,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.00 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMQ,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.77 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMS,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.88 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMT,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.50 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMU,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.55 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMV,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.40 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMW,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.60 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMX,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.88 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMY,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.88 A,A=24-315
Q9Y6E0,CHEMBL5082,4QMZ,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.88 A,A=24-315
Q9Y6E0,CHEMBL5082,4QNA,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.85 A,A=27-315
Q9Y6E0,CHEMBL5082,4QO9,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.20 A,A/B=24-315
Q9Y6E0,CHEMBL5082,4U8Z,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.63 A,A=24-310
Q9Y6E0,CHEMBL5082,4W8D,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.77 A,A=24-310
Q9Y6E0,CHEMBL5082,4W8E,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.79 A,A=24-311
Q9Y6E0,CHEMBL5082,7B30,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.10 A,A=4-301
Q9Y6E0,CHEMBL5082,7B31,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.80 A,A=4-301
Q9Y6E0,CHEMBL5082,7B32,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.75 A,A=4-301
Q9Y6E0,CHEMBL5082,7B33,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.90 A,A=4-301
Q9Y6E0,CHEMBL5082,7B34,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.10 A,A=4-301
Q9Y6E0,CHEMBL5082,7B35,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.40 A,A/B=4-301
Q9Y6E0,CHEMBL5082,8BZI,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,1.72 A,A=4-301
Q9Y6E0,CHEMBL5082,8BZJ,STK24,"MST3, STK3","O14840, Q5JV92",9606,X-ray,2.52 A,A/B=4-301
Q9Y6E0,CHEMBL5082,3A7H,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,3A7I,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,3A7J,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,3ZHP,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,4QML,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,4QMQ,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,4QMT,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,4QO9,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
Q9Y6E0,CHEMBL5082,8BZI,STK24,"MST3, STK3","O14840, Q5JV92",9606,,,
O75385,CHEMBL6006,4WNO,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.56 A,A=1-283
O75385,CHEMBL6006,4WNP,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.88 A,A/B/C/D=1-283
O75385,CHEMBL6006,5CI7,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.74 A,A=1-283
O75385,CHEMBL6006,6HYO,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.07 A,A=354-366
O75385,CHEMBL6006,6MNH,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.73 A,A=6-290
O75385,CHEMBL6006,6QAS,ULK1,KIAA0722,Q9UQ28,9606,X-ray,1.75 A,A/B=1-283
O75385,CHEMBL6006,8SOI,ULK1,KIAA0722,Q9UQ28,9606,EM,4.20 A,C=840-1044
O75385,CHEMBL6006,8SQZ,ULK1,KIAA0722,Q9UQ28,9606,EM,5.85 A,C/D=836-1050
O75385,CHEMBL6006,8SRM,ULK1,KIAA0722,Q9UQ28,9606,EM,4.46 A,C/D=836-1050
O75385,CHEMBL6006,8SRQ,ULK1,KIAA0722,Q9UQ28,9606,EM,6.20 A,C=840-1044
O75385,CHEMBL6006,4WNO,ULK1,KIAA0722,Q9UQ28,9606,,,
O75385,CHEMBL6006,4WNP,ULK1,KIAA0722,Q9UQ28,9606,,,
O75385,CHEMBL6006,6MNH,ULK1,KIAA0722,Q9UQ28,9606,,,
P30291,CHEMBL5491,1X8B,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.81 A,A=291-575
P30291,CHEMBL5491,2IN6,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.90 A,A=291-575
P30291,CHEMBL5491,2IO6,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.20 A,A=291-575
P30291,CHEMBL5491,2Z2W,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.22 A,A=291-575
P30291,CHEMBL5491,3BI6,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.20 A,A=291-575
P30291,CHEMBL5491,3BIZ,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.20 A,A=291-575
P30291,CHEMBL5491,3CQE,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.50 A,A=291-575
P30291,CHEMBL5491,3CR0,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.30 A,A=291-575
P30291,CHEMBL5491,5V5Y,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.90 A,A=291-575
P30291,CHEMBL5491,5VC3,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.97 A,A=291-575
P30291,CHEMBL5491,5VC4,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.10 A,A=291-575
P30291,CHEMBL5491,5VC5,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.93 A,A=291-575
P30291,CHEMBL5491,5VC6,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.00 A,A=291-575
P30291,CHEMBL5491,5VD2,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.05 A,A=291-575
P30291,CHEMBL5491,5VD4,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.02 A,A=291-575
P30291,CHEMBL5491,5VD5,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.05 A,A=291-575
P30291,CHEMBL5491,5VD7,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.08 A,A=291-575
P30291,CHEMBL5491,5VD8,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.85 A,A=291-575
P30291,CHEMBL5491,5VD9,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.87 A,A=291-575
P30291,CHEMBL5491,5VDA,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.10 A,A=291-575
P30291,CHEMBL5491,7N3U,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,2.65 A,A=291-575
P30291,CHEMBL5491,8BJU,WEE1,,"B3KVE1, D3DQV0",9606,X-ray,1.53 A,A=291-575
P30291,CHEMBL5491,1X8B,WEE1,,"B3KVE1, D3DQV0",9606,,,
P30291,CHEMBL5491,5V5Y,WEE1,,"B3KVE1, D3DQV0",9606,,,
P30291,CHEMBL5491,5VD5,WEE1,,"B3KVE1, D3DQV0",9606,,,
P30291,CHEMBL5491,5VD8,WEE1,,"B3KVE1, D3DQV0",9606,,,
P22455,CHEMBL3973,4QQ5,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.20 A,A=445-753
P22455,CHEMBL3973,4QQC,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.40 A,A=445-753
P22455,CHEMBL3973,4QQJ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.68 A,A=445-753
P22455,CHEMBL3973,4QQT,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.50 A,A=445-753
P22455,CHEMBL3973,4QRC,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.90 A,A=445-753
P22455,CHEMBL3973,4R6V,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.35 A,A=445-753
P22455,CHEMBL3973,4TYE,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.80 A,A=447-753
P22455,CHEMBL3973,4TYG,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.40 A,A=447-753
P22455,CHEMBL3973,4TYI,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,3.40 A,A=447-753
P22455,CHEMBL3973,4TYJ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.45 A,A=447-753
P22455,CHEMBL3973,4UXQ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.85 A,A=447-753
P22455,CHEMBL3973,4XCU,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.71 A,A=449-751
P22455,CHEMBL3973,5JKG,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.35 A,A=445-753
P22455,CHEMBL3973,5NUD,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.50 A,A/B=449-753
P22455,CHEMBL3973,5NWZ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.37 A,A/B=449-753
P22455,CHEMBL3973,5XFF,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.70 A,A=445-753
P22455,CHEMBL3973,5XFJ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,3.25 A,A=445-753
P22455,CHEMBL3973,6IUO,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.30 A,A=445-753
P22455,CHEMBL3973,6IUP,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.00 A,A=445-753
P22455,CHEMBL3973,6J6Y,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.15 A,A/D=141-244
P22455,CHEMBL3973,6JPE,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.60 A,A=445-753
P22455,CHEMBL3973,6JPJ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.64 A,A=445-753
P22455,CHEMBL3973,6NVG,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.99 A,A=450-751
P22455,CHEMBL3973,6NVH,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.90 A,A=450-751
P22455,CHEMBL3973,6NVI,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.12 A,A=450-751
P22455,CHEMBL3973,6NVJ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.30 A,A=450-751
P22455,CHEMBL3973,6NVK,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.30 A,A=450-751
P22455,CHEMBL3973,6V9C,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.90 A,A=449-751
P22455,CHEMBL3973,6YI8,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.13 A,A/B=447-753
P22455,CHEMBL3973,7DTZ,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.01 A,A=445-753
P22455,CHEMBL3973,7F3M,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.29 A,A=445-753
P22455,CHEMBL3973,7N1J,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.99 A,A/C=245-355
P22455,CHEMBL3973,7TYD,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.86 A,A/C=245-355
P22455,CHEMBL3973,7V29,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.98 A,A/B=445-753
P22455,CHEMBL3973,7VJL,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.90 A,A/B=453-753
P22455,CHEMBL3973,7WCT,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.11 A,A=445-753
P22455,CHEMBL3973,7WCW,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.32 A,A=445-753
P22455,CHEMBL3973,7WCX,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.17 A,A=445-753
P22455,CHEMBL3973,7YBO,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.31 A,A=445-753
P22455,CHEMBL3973,7YBP,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.24 A,A=445-753
P22455,CHEMBL3973,7YBX,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.23 A,A=445-753
P22455,CHEMBL3973,7YC1,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,2.54 A,A=445-753
P22455,CHEMBL3973,7YC3,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,X-ray,1.99 A,A=445-753
P22455,CHEMBL3973,7YSW,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,EM,3.03 A,C/E=142-354
P22455,CHEMBL3973,4QQ5,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,,,
P22455,CHEMBL3973,4QQT,FGFR4,"JTK2, TKF","G3JVM2, G3JVM5, G3JVM7, G3JVM9, O43785, Q14309, Q71TW8, Q8TDA0, Q96KE5",9606,,,
